"id","longitude","latitude","place_name"
1,27.675702519743357,85.34575138961007,"Koteshwor"
2,27.706071012070886,85.31468493732424,"Ratna Park"
3,27.691423439229602,85.34194309920619,"New Baneshwor"
4,27.666298564803338,85.33303543662782,"Gwarko"
5,27.686051105321283,85.31481453809432,"Kupondole"
6,27.671506526064007,85.40768190696029,"Sallaghari"
